bank_file_dtl_id,org_type,de_id,pymt_tpse_id,payee_id,de_chain_cd,org_name,org_ftin_num,org_ftin_type,profit_nonprofit,pymt_pref_cd,pymt_routing_num,pymt_acct_num,pymt_acct_type,eff_dt,end_dt,pymt_adrs_cd,pymt_adrs_line_1,pymt_adrs_line_2,pymt_adrs_city,pymt_adrs_state,pymt_adrs_zip_code,contact_first_name,contact_last_name,contact_title,contact_phone_num_1,contact_phone_num_2,contact_email_adrs,part_load_yn,refresh_ts,insert_user_id,insert_ts,update_user_id,update_ts,scenario,payee_int_id,remit_int_id,remit_tpse_id,remit_id
101,D,512,,1619978467,Non-Chain,DE for Claims - 512,3350676484,EIN,P,EFT,052001633,010110553068,CHKING,6/14/2025,,PMT,1414 Hoover Way,,Rockford,NH,81064,Savannah,Murphy,ASO,6050459696,,de512@DE.com,,43:17.1,-3,43:17.1,,,,,,,
102,D,513,,1652067582,Non-Chain,DE for Claims - 513,2739173706,EIN,P,EFT,052001633,001131516408,CHKING,6/14/2025,,PMT,3788 Monroe Pkwy,,McKinney,UT,61932,Alice,Harris,ASO,3478767236,,de513@DE.com,,43:17.1,-3,43:17.1,,,,,,,
103,D,514,,1678937743,Non-Chain,DE for Claims - 514,6060018203,EIN,P,EFT,052001633,003140298623,CHKING,6/14/2025,,PMT,8100 Lincoln Vly,,Peoria,ME,51884,Skylar,Johnson,ASO,7917538600,,de514@DE.com,,43:17.1,-3,43:17.1,,,,,,,
104,D,515,,1622703464,Non-Chain,DE for Claims - 515,4501374643,EIN,P,EFT,052001633,006053290892,CHKING,6/14/2025,,PMT,9948 Kennedy Way,,Amarillo,NH,50445,Zoe,Kelly,ASO,1333931296,,de515@DE.com,,43:17.1,-3,43:17.1,,,,,,,
105,D,516,,1642095776,Non-Chain,DE for Claims - 516,7998090249,EIN,P,EFT,052001633,002864225266,CHKING,6/14/2025,,PMT,2589 Hoover Grv,,Visalia,WA,35371,Olivia,Smith,ASO,9653299648,,de516@DE.com,,43:17.1,-3,43:17.1,,,,,,,
106,D,517,,1613766157,Non-Chain,DE for Claims - 517,3256081044,EIN,P,EFT,052001633,009789993426,CHKING,6/14/2025,,PMT,9590 Grant Way,,Fort Wayne,GA,11365,Brooks,Washington,ASO,8701854828,,de517@DE.com,,43:17.1,-3,43:17.1,,,,,,,
107,D,518,,1660620208,Non-Chain,DE for Claims - 518,4209774122,EIN,P,EFT,052001633,002117561925,CHKING,6/14/2025,,PMT,10625 Jefferson Rd,,Olathe,NY,79505,Miles,Richardson,ASO,8932851683,,de518@DE.com,,43:17.1,-3,43:17.1,,,,,,,
87,D,497,,1417376765,Non-Chain,Dispenser 497,157411873,EIN,P,EFT,011688853,4.57712E+11,SAVING,6/7/2025,,PMT,2356 High Rd,,Pasadena,MD,23049,Alice,Daniels,ASO,8340434094,,de497@DE.com,FALSE,26:08.6,-1,26:08.6,,,,,,,
108,D,519,,1647854698,Non-Chain,DE for Claims - 519,1576883184,EIN,P,EFT,052001633,001055781840,CHKING,6/14/2025,,PMT,6523 Pierce Pine,,Boston,DE,26904,Michael,Alexander,ASO,1310757994,,de519@DE.com,,43:17.1,-3,43:17.1,,,,,,,
109,D,520,,1654615297,Non-Chain,DE for Claims - 520,9189773840,EIN,P,EFT,052001633,009586695763,CHKING,6/14/2025,,PMT,7389 Ford Yard,,San Bernardino,NY,40041,Jace,Young,ASO,3897338799,,de520@DE.com,,43:17.1,-3,43:17.1,,,,,,,
110,D,521,,1684241882,Non-Chain,DE for Claims - 521,5878045824,EIN,P,EFT,052001633,006396178597,CHKING,6/14/2025,,PMT,10010 Hamilton Gln,,Corona,MA,17861,Joseph,Williams,ASO,4074632431,,de521@DE.com,,43:17.1,-3,43:17.1,,,,,,,
111,D,522,,1667507440,Non-Chain,DE for Claims - 522,2507431178,EIN,P,EFT,052001633,010990797208,CHKING,6/14/2025,,PMT,1358 Clinton Hvn,,Nashville,DE,66076,Mila,White,ASO,6655228500,,de522@DE.com,,43:17.1,-3,43:17.1,,,,,,,
112,D,523,,1641645936,Non-Chain,DE for Claims - 523,5215209017,EIN,P,EFT,052001633,001327282891,CHKING,6/14/2025,,PMT,9558 Johnson Ldg,,Pomona,CO,65423,Lily,Perez,ASO,1040728473,,de523@DE.com,,43:17.1,-3,43:17.1,,,,,,,
113,D,524,,1656807082,Non-Chain,DE for Claims - 524,1031765182,EIN,P,EFT,052001633,007625906492,CHKING,6/14/2025,,PMT,7531 Clinton Dr,,Tulsa,DE,65423,Thomas,Evans,ASO,6671267899,,de524@DE.com,,43:17.1,-3,43:17.1,,,,,,,
114,D,525,,1608031278,Non-Chain,DE for Claims - 525,3827600562,EIN,P,EFT,052001633,009567548320,CHKING,6/14/2025,,PMT,1265 Hill Wlk,,Boise,NE,21558,Hazel,Martin,ASO,6088748513,,de525@DE.com,,43:17.1,-3,43:17.1,,,,,,,
115,D,526,,1629024278,Non-Chain,DE for Claims - 526,1064946142,EIN,P,EFT,052001633,008643861126,CHKING,6/14/2025,,PMT,7416 Garfield Spg,,Brownsville,CT,29463,Ember,Nelson,ASO,1332513055,,de526@DE.com,,43:17.1,-3,43:17.1,,,,,,,
116,D,527,,1667287290,Non-Chain,DE for Claims - 527,4716685545,EIN,P,EFT,052001633,004400475430,CHKING,6/14/2025,,PMT,2037 Bush Cir,,Aurora,ND,47254,Max,Allen,ASO,5146816678,,de527@DE.com,,43:17.1,-3,43:17.1,,,,,,,
117,D,528,,1662433550,Non-Chain,DE for Claims - 528,9773388957,EIN,P,EFT,052001633,008822104811,CHKING,6/14/2025,,PMT,10294 Taft Pond,,Aurora,AK,39928,Violet,Martinez,ASO,6428366216,,de528@DE.com,,43:17.1,-3,43:17.1,,,,,,,
118,D,529,,1610107637,Non-Chain,DE for Claims - 529,5823108372,EIN,P,EFT,052001633,007990892800,CHKING,6/14/2025,,PMT,9051 Nixon Rd,,Pasadena,NJ,96762,Josiah,Mitchell,ASO,2226074708,,de529@DE.com,,43:17.1,-3,43:17.1,,,,,,,
119,D,530,,1660434410,Non-Chain,DE for Claims - 530,7456671685,EIN,P,EFT,052001633,010537671366,CHKING,6/14/2025,,PMT,7030 Madison Hwy,,Bakersfield,KY,75558,Mia,Davis,ASO,7000873581,,de530@DE.com,,43:17.1,-3,43:17.1,,,,,,,
120,D,531,,1609030709,Non-Chain,DE for Claims - 531,2681289289,EIN,P,EFT,052001633,001935249483,CHKING,6/14/2025,,PMT,1620 Pierce Cir,,West Valley City,MT,55084,Eleanor,King,ASO,7588964160,,de531@DE.com,,43:17.1,-3,43:17.1,,,,,,,
121,D,532,,1625426576,Non-Chain,DE for Claims - 532,7079261360,EIN,P,EFT,052001633,008120940407,CHKING,6/14/2025,,PMT,6495 Lincoln Run,,Omaha,DE,61802,Savannah,Anderson,ASO,4802713400,,de532@DE.com,,43:17.1,-3,43:17.1,,,,,,,
122,D,533,,1622933137,Non-Chain,DE for Claims - 533,5319001721,EIN,P,EFT,052001633,006921706888,CHKING,6/14/2025,,PMT,1601 Fillmore Mnr,,Fremont,OH,55084,James,Carter,ASO,4433753912,,de533@DE.com,,43:17.1,-3,43:17.1,,,,,,,
123,D,534,,1670122393,Non-Chain,DE for Claims - 534,1079551018,EIN,P,EFT,052001633,007884536891,CHKING,6/14/2025,,PMT,4734 Johnson Ldg,,Sterling Heights,DE,14394,Hudson,Johnson,ASO,2167301165,,de534@DE.com,,43:17.1,-3,43:17.1,,,,,,,
124,D,535,,1639481781,Non-Chain,DE for Claims - 535,1090656209,EIN,P,EFT,052001633,009652368547,CHKING,6/14/2025,,PMT,7005 McKinley St,,Tempe,NH,79642,Jace,Moore,ASO,9726368385,,de535@DE.com,,43:17.1,-3,43:17.1,,,,,,,
125,D,536,,1679194245,Non-Chain,DE for Claims - 536,8232357923,EIN,P,EFT,052001633,010090028772,CHKING,6/14/2025,,PMT,6129 Hamilton Gln,,Amarillo,MS,13063,Theo,Scott,ASO,8099272283,,de536@DE.com,,43:17.1,-3,43:17.1,,,,,,,
126,D,537,,1631904459,Non-Chain,DE for Claims - 537,2596689871,EIN,P,EFT,052001633,001750461722,CHKING,6/14/2025,,PMT,6414 Kennedy Ave,,Salinas,DE,79642,Beau,King,ASO,4176782524,,de537@DE.com,,43:17.1,-3,43:17.1,,,,,,,
127,D,538,,1645239926,Non-Chain,DE for Claims - 538,8010212633,EIN,P,EFT,052001633,003839272195,CHKING,6/14/2025,,PMT,4537 Kennedy Shrs,,Seattle,MO,15629,Elias,Bell,ASO,3912018529,,de538@DE.com,,43:17.1,-3,43:17.1,,,,,,,
128,D,539,,1614818338,Non-Chain,DE for Claims - 539,3596977356,EIN,P,EFT,052001633,009692476309,CHKING,6/14/2025,,PMT,10563 Elm Cres,,Cary,IA,18189,Ruby,Moore,ASO,8249583699,,de539@DE.com,,43:17.1,-3,43:17.1,,,,,,,
129,D,540,,1628955498,Non-Chain,DE for Claims - 540,4029274109,EIN,P,EFT,052001633,007067631661,CHKING,6/14/2025,,PMT,10189 Third Path,,Tulsa,FL,83149,Everett,Allen,ASO,3204918922,,de540@DE.com,,43:17.1,-3,43:17.1,,,,,,,
130,D,541,,1641366301,Non-Chain,DE for Claims - 541,3139543431,EIN,P,EFT,052001633,007720399184,CHKING,6/14/2025,,PMT,6995 McKinley Hwy,,Lafayette,MI,34630,Luca,Thomas,ASO,9165601436,,de541@DE.com,,43:17.1,-3,43:17.1,,,,,,,
131,D,542,,1655110520,Non-Chain,DE for Claims - 542,5006197170,EIN,P,EFT,052001633,001047761971,CHKING,6/14/2025,,PMT,7927 McKinley Mnr,,Tucson,WY,11770,Lucas,Powell,ASO,4653506666,,de542@DE.com,,43:17.1,-3,43:17.1,,,,,,,
132,D,543,,1629715263,Non-Chain,DE for Claims - 543,7853838365,EIN,P,EFT,052001633,007585390889,CHKING,6/14/2025,,PMT,3981 Madison Path,,Nashville,OH,49869,Lyla,Sanders,ASO,4572020222,,de543@DE.com,,43:17.1,-3,43:17.1,,,,,,,
133,D,544,,1605105810,Non-Chain,DE for Claims - 544,4937569568,EIN,P,EFT,052001633,005288762892,CHKING,6/14/2025,,PMT,5121 Polk Grv,,Norfolk,SD,37515,Clara,Walker,ASO,8284618472,,de544@DE.com,,43:17.1,-3,43:17.1,,,,,,,
134,D,545,,1611274832,Non-Chain,DE for Claims - 545,3851921495,EIN,P,EFT,052001633,005728253406,CHKING,6/14/2025,,PMT,9012 Park Pine,,Vallejo,ID,83338,Wesley,Hughes,ASO,1016646742,,de545@DE.com,,43:17.1,-3,43:17.1,,,,,,,
135,D,546,,1663748311,Non-Chain,DE for Claims - 546,2106350840,EIN,P,EFT,052001633,010407139703,CHKING,6/14/2025,,PMT,10494 Buchanan Run,,Chula Vista,OK,38741,Adam,Hall,ASO,3557996336,,de546@DE.com,,43:17.1,-3,43:17.1,,,,,,,
136,D,547,,1633829662,Non-Chain,DE for Claims - 547,6147846324,EIN,P,EFT,052001633,002445674015,CHKING,6/14/2025,,PMT,1904 Wilson Pkwy,,Hampton,RI,15764,Silas,Cox,ASO,3948961376,,de547@DE.com,,43:17.1,-3,43:17.1,,,,,,,
137,D,548,,1608803130,Non-Chain,DE for Claims - 548,9341102900,EIN,P,EFT,052001633,007075513188,CHKING,6/14/2025,,PMT,7776 Walnut Pkwy,,Long Beach,CT,64198,Sebastian,Gonzales,ASO,6611584164,,de548@DE.com,,43:17.1,-3,43:17.1,,,,,,,
138,D,549,,1661514871,Non-Chain,DE for Claims - 549,1489874421,EIN,P,EFT,052001633,003758422753,CHKING,6/14/2025,,PMT,6857 Bush St,,Gilbert,GA,98900,Jade,Edwards,ASO,3845440424,,de549@DE.com,,43:17.1,-3,43:17.1,,,,,,,
139,D,550,,1693337614,Non-Chain,DE for Claims - 550,1069948998,EIN,P,EFT,052001633,002352325893,CHKING,6/14/2025,,PMT,8255 Biden Run,,Fort Collins,KS,72044,Elias,Edwards,ASO,8489504565,,de550@DE.com,,43:17.1,-3,43:17.1,,,,,,,
140,D,551,,1604042113,Non-Chain,DE for Claims - 551,2094152698,EIN,P,EFT,052001633,002090962152,CHKING,6/14/2025,,PMT,1596 Jackson Rdg,,Worcester,NE,95281,Autumn,King,ASO,3254871036,,de551@DE.com,,43:17.1,-3,43:17.1,,,,,,,
141,D,552,,1620754410,Non-Chain,DE for Claims - 552,1023467196,EIN,P,EFT,052001633,002598809386,CHKING,6/14/2025,,PMT,2338 Lincoln Hwy,,Chicago,IA,61425,Adeline,Anderson,ASO,8479793470,,de552@DE.com,,43:17.1,-3,43:17.1,,,,,,,
142,D,553,,1631001561,Non-Chain,DE for Claims - 553,7191131728,EIN,P,EFT,052001633,004146152367,CHKING,6/14/2025,,PMT,1638 Second Yard,,Saint Paul,MA,25541,Leilani,Bailey,ASO,7642482992,,de553@DE.com,,43:17.1,-3,43:17.1,,,,,,,
143,D,554,,1635205614,Non-Chain,DE for Claims - 554,7867616711,EIN,P,EFT,052001633,001819447819,CHKING,6/14/2025,,PMT,1893 Monroe Pkwy,,Scottsdale,IL,51189,Naomi,Diaz,ASO,2198166069,,de554@DE.com,,43:17.1,-3,43:17.1,,,,,,,
144,D,555,,1608773812,Non-Chain,DE for Claims - 555,4117953440,EIN,P,EFT,052001633,009383588666,CHKING,6/14/2025,,PMT,10650 Wilson Orch,,Escondido,ME,81358,Nova,White,ASO,8317214725,,de555@DE.com,,43:17.1,-3,43:17.1,,,,,,,
145,D,556,,1654543457,Non-Chain,DE for Claims - 556,3091142482,EIN,P,EFT,052001633,006302602206,CHKING,6/14/2025,,PMT,4563 Jackson Vlg,,Jackson,VA,70337,Athena,Torres,ASO,2488011428,,de556@DE.com,,43:17.1,-3,43:17.1,,,,,,,
146,D,557,,1629951777,Non-Chain,DE for Claims - 557,3372226164,EIN,P,EFT,052001633,003848490510,CHKING,6/14/2025,,PMT,2759 Harding Mews,,Springfield,NH,23972,Aria,Lee,ASO,1403206907,,de557@DE.com,,43:17.1,-3,43:17.1,,,,,,,
147,D,558,,1653312490,Non-Chain,DE for Claims - 558,1057802481,EIN,P,EFT,052001633,007869147430,CHKING,6/14/2025,,PMT,8369 Trump Hwy,,Elk Grove,OH,69853,Jeremiah,Clark,ASO,1721048210,,de558@DE.com,,43:17.1,-3,43:17.1,,,,,,,
148,D,559,,1674775121,Non-Chain,DE for Claims - 559,8552092725,EIN,P,EFT,052001633,006781587232,CHKING,6/14/2025,,PMT,6913 Kennedy Ct,,Paterson,KS,79505,Evelyn,Foster,ASO,6453583651,,de559@DE.com,,43:17.1,-3,43:17.1,,,,,,,
149,D,560,,1689072894,Non-Chain,DE for Claims - 560,1531642251,EIN,P,EFT,052001633,002386665701,CHKING,6/14/2025,,PMT,4232 Fourth Wlk,,Yonkers,MA,38347,Kai,Griffin,ASO,7449508760,,de560@DE.com,,43:17.1,-3,43:17.1,,,,,,,
150,D,561,,1670427859,Non-Chain,DE for Claims - 561,6580367270,EIN,P,EFT,052001633,008807058791,CHKING,6/14/2025,,PMT,3511 Jackson Hbr,,Omaha,SC,68659,Lincoln,Scott,ASO,1797972809,,de561@DE.com,,43:17.1,-3,43:17.1,,,,,,,
151,D,562,,1676853850,Non-Chain,DE for Claims - 562,8782241400,EIN,P,EFT,052001633,008398554661,CHKING,6/14/2025,,PMT,8944 Hill Run,,St. Petersburg,HI,13914,Michael,Flores,ASO,1718095371,,de562@DE.com,,43:17.1,-3,43:17.1,,,,,,,
152,D,563,,1671196644,Non-Chain,DE for Claims - 563,9282412782,EIN,P,EFT,052001633,004983834404,CHKING,6/14/2025,,PMT,3932 Wilson Pl,,Oklahoma City,AZ,41496,Sofia,Hall,ASO,4982473629,,de563@DE.com,,43:17.1,-3,43:17.1,,,,,,,
153,D,564,,1673515288,Non-Chain,DE for Claims - 564,2872119691,EIN,P,EFT,052001633,004722559921,CHKING,6/14/2025,,PMT,7430 Harding Row,,Pasadena,NC,31350,Adam,Cooper,ASO,1037648824,,de564@DE.com,,43:17.1,-3,43:17.1,,,,,,,
154,D,565,,1638591200,Non-Chain,DE for Claims - 565,1075409019,EIN,P,EFT,052001633,008787293453,CHKING,6/14/2025,,PMT,3176 Fourth Rdg,,Chula Vista,NY,22810,Kinsley,Thompson,ASO,6558139046,,de565@DE.com,,43:17.1,-3,43:17.1,,,,,,,
155,D,566,,1665084319,Non-Chain,DE for Claims - 566,3520595703,EIN,P,EFT,052001633,007982617920,CHKING,6/14/2025,,PMT,1340 Grant Trl,,Waco,NV,12321,Lucy,Hughes,ASO,2280193965,,de566@DE.com,,43:17.1,-3,43:17.1,,,,,,,
156,D,567,,1643399466,Non-Chain,DE for Claims - 567,2152333952,EIN,P,EFT,052001633,004821831825,CHKING,6/14/2025,,PMT,6801 McKinley Hwy,,Palmdale,NC,60046,Nova,Ramirez,ASO,4815242809,,de567@DE.com,,43:17.1,-3,43:17.1,,,,,,,
157,D,568,,1677061446,Non-Chain,DE for Claims - 568,1068523288,EIN,P,EFT,052001633,008728100175,CHKING,6/14/2025,,PMT,6078 Harding Pt,,Oceanside,DE,62120,Eli,Long,ASO,1088164033,,de568@DE.com,,43:17.1,-3,43:17.1,,,,,,,
158,D,569,,1616418723,Non-Chain,DE for Claims - 569,1504368533,EIN,P,EFT,052001633,008897767578,CHKING,6/14/2025,,PMT,4232 Fourth Riv,,Carrollton,CO,71648,Aiden,Morgan,ASO,1089078859,,de569@DE.com,,43:17.1,-3,43:17.1,,,,,,,
159,D,570,,1679708820,Non-Chain,DE for Claims - 570,8739851566,EIN,P,EFT,052001633,003521482192,CHKING,6/14/2025,,PMT,2809 Grant Gate,,Vancouver,CT,43202,Emery,Smith,ASO,8266777470,,de570@DE.com,,43:17.1,-3,43:17.1,,,,,,,
160,D,571,,1626936474,Non-Chain,DE for Claims - 571,5830387667,EIN,P,EFT,052001633,005086006967,CHKING,6/14/2025,,PMT,8882 Trump Pond,,Yonkers,UT,66833,Sofia,Murphy,ASO,2214182464,,de571@DE.com,,43:17.1,-3,43:17.1,,,,,,,
161,D,572,,1608683185,Non-Chain,DE for Claims - 572,7629056129,EIN,P,EFT,052001633,003265502985,CHKING,6/14/2025,,PMT,3458 Roosevelt Vlg,,Fremont,AR,18084,John,Watson,ASO,1719433407,,de572@DE.com,,43:17.1,-3,43:17.1,,,,,,,
162,D,573,,1666284447,Non-Chain,DE for Claims - 573,1976657008,EIN,P,EFT,052001633,008942417727,CHKING,6/14/2025,,PMT,4488 Reagan Hts,,Topeka,NE,23474,Addison,Wilson,ASO,8280842943,,de573@DE.com,,43:17.1,-3,43:17.1,,,,,,,
163,D,574,,1638448310,Non-Chain,DE for Claims - 574,3556014388,EIN,P,EFT,052001633,002102360915,CHKING,6/14/2025,,PMT,1674 Eisenhower Cmn,,Saint Paul,IA,59003,Max,Lee,ASO,6342791346,,de574@DE.com,,43:17.1,-3,43:17.1,,,,,,,
164,D,575,,1688383854,Non-Chain,DE for Claims - 575,1027202072,EIN,P,EFT,052001633,005319687462,CHKING,6/14/2025,,PMT,1724 Reagan Pt,,North Las Vegas,MA,68422,Luca,Perez,ASO,8892039438,,de575@DE.com,,43:17.1,-3,43:17.1,,,,,,,
165,D,576,,1660628870,Non-Chain,DE for Claims - 576,1052977011,EIN,P,EFT,052001633,010264564157,CHKING,6/14/2025,,PMT,3082 Grant Mnr,,Austin,OR,61802,Chloe,Anderson,ASO,5349275320,,de576@DE.com,,43:17.1,-3,43:17.1,,,,,,,
166,D,577,,1615701087,Non-Chain,DE for Claims - 577,7775226954,EIN,P,EFT,052001633,008551819916,CHKING,6/14/2025,,PMT,3880 Reagan Way,,Arlington,CA,96450,Mason,Morgan,ASO,4888116848,,de577@DE.com,,43:17.1,-3,43:17.1,,,,,,,
167,D,578,,1685696605,Non-Chain,DE for Claims - 578,6815943504,EIN,P,EFT,052001633,008731205573,CHKING,6/14/2025,,PMT,3099 Adams Hbr,,Warren,WI,61190,Joseph,Edwards,ASO,1062684611,,de578@DE.com,,43:17.1,-3,43:17.1,,,,,,,
168,D,579,,1673540203,Non-Chain,DE for Claims - 579,2863049387,EIN,P,EFT,052001633,008752490670,CHKING,6/14/2025,,PMT,1776 Park Yard,,Modesto,VA,61190,Gabriella,White,ASO,5637946163,,de579@DE.com,,43:17.1,-3,43:17.1,,,,,,,
169,D,580,,1628678637,Non-Chain,DE for Claims - 580,7168005346,EIN,P,EFT,052001633,007274824502,CHKING,6/14/2025,,PMT,3399 Cleveland Riv,,Plano,RI,45331,Micah,Perry,ASO,8443437726,,de580@DE.com,,43:17.1,-3,43:17.1,,,,,,,
170,D,581,,1600737906,Non-Chain,DE for Claims - 581,3956022050,EIN,P,EFT,052001633,001611598098,CHKING,6/14/2025,,PMT,7796 Roosevelt Hvn,,Cleveland,WV,50255,Greyson,Bennett,ASO,2158021638,,de581@DE.com,,43:17.1,-3,43:17.1,,,,,,,
171,D,582,,1644274833,Non-Chain,DE for Claims - 582,6208509558,EIN,P,EFT,052001633,007403736373,CHKING,6/14/2025,,PMT,3673 Elm Run,,Kansas City,NE,30253,Daisy,Allen,ASO,2294515426,,de582@DE.com,,43:17.1,-3,43:17.1,,,,,,,
172,D,583,,1665966242,Non-Chain,DE for Claims - 583,7980864236,EIN,P,EFT,052001633,010596947178,CHKING,6/14/2025,,PMT,7486 Elm Gate,,Pembroke Pines,ID,34630,Everly,Wood,ASO,7518583635,,de583@DE.com,,43:17.1,-3,43:17.1,,,,,,,
173,D,584,,1612675417,Non-Chain,DE for Claims - 584,4342070401,EIN,P,EFT,052001633,004236568937,CHKING,6/14/2025,,PMT,3864 Lincoln Wlk,,Fort Collins,WY,65472,Liliana,Gonzalez,ASO,6107790836,,de584@DE.com,,43:17.1,-3,43:17.1,,,,,,,
174,D,585,,1677956462,Non-Chain,DE for Claims - 585,7552344678,EIN,P,EFT,052001633,003244764420,CHKING,6/14/2025,,PMT,6136 Main Mews,,Saint Paul,DE,34482,Roman,Nelson,ASO,2481016376,,de585@DE.com,,43:17.1,-3,43:17.1,,,,,,,
175,D,586,,1614270704,Non-Chain,DE for Claims - 586,3241755002,EIN,P,EFT,052001633,010555842247,CHKING,6/14/2025,,PMT,10744 Coolidge Gate,,Port St. Lucie,NY,13587,Emma,Parker,ASO,1077856767,,de586@DE.com,,43:17.1,-3,43:17.1,,,,,,,
176,D,587,,1658569599,Non-Chain,DE for Claims - 587,4229106457,EIN,P,EFT,052001633,005576553486,CHKING,6/14/2025,,PMT,10824 Eisenhower Rd,,Augusta,NH,84340,Adeline,Moore,ASO,5525798075,,de587@DE.com,,43:17.1,-3,43:17.1,,,,,,,
177,D,588,,1648922122,Non-Chain,DE for Claims - 588,7990380587,EIN,P,EFT,052001633,007903087223,CHKING,6/14/2025,,PMT,10165 Clinton Path,,Frisco,ID,39928,Christian,James,ASO,7869924227,,de588@DE.com,,43:17.1,-3,43:17.1,,,,,,,
178,D,589,,1649317041,Non-Chain,DE for Claims - 589,1053113164,EIN,P,EFT,052001633,005704518165,CHKING,6/14/2025,,PMT,7953 Garfield Pkwy,,Long Beach,ID,36717,Nova,Torres,ASO,8386752608,,de589@DE.com,,43:17.1,-3,43:17.1,,,,,,,
179,D,590,,1637904156,Non-Chain,DE for Claims - 590,4578779192,EIN,P,EFT,052001633,004888084612,CHKING,6/14/2025,,PMT,8902 Grant Way,,Concord,SC,99299,Lainey,King,ASO,6281723667,,de590@DE.com,,43:17.1,-3,43:17.1,,,,,,,
180,D,591,,1668962628,Non-Chain,DE for Claims - 591,9311728838,EIN,P,EFT,052001633,001764546889,CHKING,6/14/2025,,PMT,9448 Ford Riv,,Garland,VA,50208,Myles,Hall,ASO,6649844498,,de591@DE.com,,43:17.1,-3,43:17.1,,,,,,,
181,D,592,,1643777810,Non-Chain,DE for Claims - 592,1025593838,EIN,P,EFT,052001633,005444431366,CHKING,6/14/2025,,PMT,6321 Trump Way,,Stockton,ND,17978,Jack,Torres,ASO,6187951426,,de592@DE.com,,43:17.1,-3,43:17.1,,,,,,,
